step,epoch,loss,learning_rate,grad_norm,elapsed_time_s,timestamp
27,0.2169,0.956000,1.97e-04,0.6178,117.77,2025-10-14 02:40:04
28,0.2249,0.837000,1.97e-04,0.6371,120.73,2025-10-14 02:40:07
29,0.2329,0.869800,1.97e-04,0.6010,123.43,2025-10-14 02:40:10
30,0.2410,0.988000,1.96e-04,0.6794,153.04,2025-10-14 02:40:39
31,0.2490,0.825000,1.96e-04,0.5848,155.72,2025-10-14 02:40:42
32,0.2570,0.990700,1.96e-04,0.6502,158.39,2025-10-14 02:40:45
33,0.2651,0.878200,1.95e-04,0.5683,161.06,2025-10-14 02:40:47
34,0.2731,0.769000,1.95e-04,0.6430,163.97,2025-10-14 02:40:50
35,0.2811,0.775200,1.94e-04,0.5244,166.62,2025-10-14 02:40:53
36,0.2892,0.882800,1.94e-04,0.7427,169.35,2025-10-14 02:40:56
37,0.2972,0.784400,1.93e-04,0.5156,172.31,2025-10-14 02:40:59
38,0.3052,0.808400,1.93e-04,0.5493,175.08,2025-10-14 02:41:01
39,0.3133,0.730900,1.92e-04,0.4674,177.79,2025-10-14 02:41:04
40,0.3213,0.823600,1.92e-04,0.4736,205.49,2025-10-14 02:41:32
41,0.3293,0.727900,1.91e-04,0.5585,208.16,2025-10-14 02:41:34
42,0.3373,0.736900,1.91e-04,0.4775,210.90,2025-10-14 02:41:37
43,0.3454,0.796600,1.90e-04,0.5023,213.97,2025-10-14 02:41:40
44,0.3534,0.746000,1.90e-04,0.4784,216.70,2025-10-14 02:41:43
45,0.3614,0.686300,1.89e-04,0.4541,219.36,2025-10-14 02:41:46
46,0.3695,0.761300,1.88e-04,0.5082,222.26,2025-10-14 02:41:48
47,0.3775,0.719400,1.88e-04,0.5020,224.96,2025-10-14 02:41:51
48,0.3855,0.707300,1.87e-04,0.4575,227.68,2025-10-14 02:41:54
49,0.3936,0.720500,1.87e-04,0.5187,230.58,2025-10-14 02:41:57
50,0.4016,0.729700,1.86e-04,0.4517,260.34,2025-10-14 02:42:27
51,0.4096,0.813500,1.85e-04,0.5083,263.02,2025-10-14 02:42:29
52,0.4177,0.729600,1.85e-04,0.3865,265.96,2025-10-14 02:42:32
53,0.4257,0.609000,1.84e-04,0.4151,268.64,2025-10-14 02:42:35
54,0.4337,0.730400,1.83e-04,0.5288,271.25,2025-10-14 02:42:37
55,0.4418,0.707600,1.82e-04,0.4802,274.16,2025-10-14 02:42:40
56,0.4498,0.675800,1.82e-04,0.4417,276.82,2025-10-14 02:42:43
57,0.4578,0.747600,1.81e-04,0.4282,279.42,2025-10-14 02:42:46
58,0.4659,0.627200,1.80e-04,0.3931,282.30,2025-10-14 02:42:49
59,0.4739,0.734500,1.79e-04,0.4078,285.00,2025-10-14 02:42:51
60,0.4819,0.810000,1.79e-04,0.3947,313.47,2025-10-14 02:43:20
61,0.4900,0.653900,1.78e-04,0.3742,316.39,2025-10-14 02:43:23
62,0.4980,0.699200,1.77e-04,0.3815,319.07,2025-10-14 02:43:25
63,0.5060,0.669600,1.76e-04,0.3870,321.77,2025-10-14 02:43:28
64,0.5141,0.709700,1.75e-04,0.4085,324.70,2025-10-14 02:43:31
65,0.5221,0.662400,1.74e-04,0.3583,327.41,2025-10-14 02:43:34
66,0.5301,0.746300,1.73e-04,0.4033,330.06,2025-10-14 02:43:36
67,0.5382,0.730200,1.73e-04,0.4176,332.90,2025-10-14 02:43:39
68,0.5462,0.725900,1.72e-04,0.4564,335.61,2025-10-14 02:43:42
69,0.5542,0.696100,1.71e-04,0.4428,338.24,2025-10-14 02:43:44
70,0.5622,0.707200,1.70e-04,0.3899,368.44,2025-10-14 02:44:15
71,0.5703,0.668000,1.69e-04,0.4016,371.14,2025-10-14 02:44:17
72,0.5783,0.689300,1.68e-04,0.4717,373.76,2025-10-14 02:44:20
73,0.5863,0.643400,1.67e-04,0.4114,376.76,2025-10-14 02:44:23
74,0.5944,0.773500,1.66e-04,0.3843,379.40,2025-10-14 02:44:26
75,0.6024,0.625600,1.65e-04,0.3784,382.07,2025-10-14 02:44:28
76,0.6104,0.742600,1.64e-04,0.4154,384.85,2025-10-14 02:44:31
77,0.6185,0.641800,1.63e-04,0.3756,387.48,2025-10-14 02:44:34
78,0.6265,0.658600,1.62e-04,0.3692,390.17,2025-10-14 02:44:36
79,0.6345,0.655300,1.61e-04,0.3598,393.05,2025-10-14 02:44:39
80,0.6426,0.668000,1.60e-04,0.3489,417.49,2025-10-14 02:45:04
81,0.6506,0.651000,1.59e-04,0.3611,420.13,2025-10-14 02:45:06
82,0.6586,0.679100,1.58e-04,0.3782,423.04,2025-10-14 02:45:09
83,0.6667,0.632000,1.57e-04,0.3440,425.72,2025-10-14 02:45:12
84,0.6747,0.597600,1.56e-04,0.3400,428.33,2025-10-14 02:45:15
85,0.6827,0.663400,1.54e-04,0.3748,431.15,2025-10-14 02:45:17
86,0.6908,0.658400,1.53e-04,0.4018,433.81,2025-10-14 02:45:20
87,0.6988,0.641000,1.52e-04,0.3593,436.43,2025-10-14 02:45:23
88,0.7068,0.541100,1.51e-04,0.3608,439.31,2025-10-14 02:45:26
89,0.7149,0.702500,1.50e-04,0.4036,442.04,2025-10-14 02:45:28
90,0.7229,0.652000,1.49e-04,0.3567,470.64,2025-10-14 02:45:57
91,0.7309,0.687000,1.48e-04,0.3980,473.58,2025-10-14 02:46:00
92,0.7390,0.625700,1.47e-04,0.3441,476.26,2025-10-14 02:46:02
93,0.7470,0.662500,1.45e-04,0.3753,478.92,2025-10-14 02:46:05
94,0.7550,0.652100,1.44e-04,0.3806,481.82,2025-10-14 02:46:08
95,0.7631,0.592600,1.43e-04,0.3278,484.45,2025-10-14 02:46:11
96,0.7711,0.751500,1.42e-04,0.3877,487.12,2025-10-14 02:46:13
97,0.7791,0.627000,1.41e-04,0.3428,490.02,2025-10-14 02:46:16
98,0.7871,0.638100,1.39e-04,0.3656,492.65,2025-10-14 02:46:19
99,0.7952,0.605000,1.38e-04,0.3521,495.29,2025-10-14 02:46:22
100,0.8032,0.699100,1.37e-04,0.3801,523.72,2025-10-14 02:46:50
101,0.8112,0.636500,1.36e-04,0.3536,526.34,2025-10-14 02:46:53
102,0.8193,0.588600,1.35e-04,0.3336,528.97,2025-10-14 02:46:55
103,0.8273,0.620700,1.33e-04,0.3656,531.94,2025-10-14 02:46:58
104,0.8353,0.737100,1.32e-04,0.4212,534.57,2025-10-14 02:47:01
105,0.8434,0.657900,1.31e-04,0.4223,537.28,2025-10-14 02:47:04
106,0.8514,0.677400,1.30e-04,0.3878,540.07,2025-10-14 02:47:06
107,0.8594,0.607500,1.28e-04,0.3834,542.75,2025-10-14 02:47:09
108,0.8675,0.687500,1.27e-04,0.3959,545.32,2025-10-14 02:47:12
109,0.8755,0.671400,1.26e-04,0.3873,548.14,2025-10-14 02:47:14
110,0.8835,0.631200,1.25e-04,0.4038,574.80,2025-10-14 02:47:41
111,0.8916,0.568900,1.23e-04,0.3690,577.46,2025-10-14 02:47:44
112,0.8996,0.636900,1.22e-04,0.4201,580.33,2025-10-14 02:47:47
113,0.9076,0.663400,1.21e-04,0.3881,582.95,2025-10-14 02:47:49
114,0.9157,0.663400,1.20e-04,0.3856,585.61,2025-10-14 02:47:52
115,0.9237,0.687900,1.18e-04,0.4094,588.48,2025-10-14 02:47:55
116,0.9317,0.619000,1.17e-04,0.3654,591.08,2025-10-14 02:47:57
117,0.9398,0.676200,1.16e-04,0.3930,593.75,2025-10-14 02:48:00
118,0.9478,0.650800,1.14e-04,0.3489,596.61,2025-10-14 02:48:03
119,0.9558,0.643800,1.13e-04,0.3681,599.25,2025-10-14 02:48:05
120,0.9639,0.609500,1.12e-04,0.3608,628.16,2025-10-14 02:48:34
121,0.9719,0.735100,1.10e-04,0.4311,631.09,2025-10-14 02:48:37
122,0.9799,0.622300,1.09e-04,0.3869,633.76,2025-10-14 02:48:40
123,0.9880,0.741400,1.08e-04,0.3843,636.41,2025-10-14 02:48:43
124,0.9960,0.614300,1.07e-04,0.3856,639.24,2025-10-14 02:48:45
125,1.0000,0.572800,1.05e-04,0.4785,640.49,2025-10-14 02:48:47
126,1.0080,0.658300,1.04e-04,0.3807,643.22,2025-10-14 02:48:49
127,1.0161,0.612800,1.03e-04,0.3618,645.88,2025-10-14 02:48:52
128,1.0241,0.585400,1.01e-04,0.3824,648.63,2025-10-14 02:48:55
129,1.0321,0.585500,1.00e-04,0.3595,651.24,2025-10-14 02:48:57
130,1.0402,0.563400,9.87e-05,0.3593,678.24,2025-10-14 02:49:24
131,1.0482,0.601800,9.74e-05,0.3982,680.83,2025-10-14 02:49:27
132,1.0562,0.582200,9.61e-05,0.3832,683.49,2025-10-14 02:49:30
133,1.0643,0.605000,9.48e-05,0.4006,686.37,2025-10-14 02:49:33
134,1.0723,0.672600,9.35e-05,0.4410,688.88,2025-10-14 02:49:35
135,1.0803,0.611500,9.22e-05,0.3909,691.48,2025-10-14 02:49:38
136,1.0884,0.577300,9.08e-05,0.3846,694.03,2025-10-14 02:49:40
137,1.0964,0.590100,8.95e-05,0.3928,696.87,2025-10-14 02:49:43
138,1.1044,0.564000,8.82e-05,0.3815,699.57,2025-10-14 02:49:46
139,1.1124,0.602500,8.69e-05,0.4048,702.19,2025-10-14 02:49:48
140,1.1205,0.583700,8.57e-05,0.3785,730.25,2025-10-14 02:50:16
141,1.1285,0.563100,8.44e-05,0.3678,732.89,2025-10-14 02:50:19
142,1.1365,0.576700,8.31e-05,0.4113,735.49,2025-10-14 02:50:22
143,1.1446,0.572300,8.18e-05,0.3949,738.29,2025-10-14 02:50:25
144,1.1526,0.534800,8.05e-05,0.4239,740.91,2025-10-14 02:50:27
145,1.1606,0.566900,7.92e-05,0.4282,743.43,2025-10-14 02:50:30
146,1.1687,0.564200,7.79e-05,0.4061,746.21,2025-10-14 02:50:32
147,1.1767,0.588200,7.67e-05,0.4400,748.88,2025-10-14 02:50:35
148,1.1847,0.549400,7.54e-05,0.4523,751.47,2025-10-14 02:50:38
149,1.1928,0.497200,7.41e-05,0.3937,754.29,2025-10-14 02:50:41
150,1.2008,0.589500,7.29e-05,0.4231,780.53,2025-10-14 02:51:07
151,1.2088,0.680100,7.16e-05,0.4921,783.42,2025-10-14 02:51:10
152,1.2169,0.548000,7.03e-05,0.4418,786.06,2025-10-14 02:51:12
153,1.2249,0.627200,6.91e-05,0.4475,788.68,2025-10-14 02:51:15
154,1.2329,0.551000,6.79e-05,0.4346,791.48,2025-10-14 02:51:18
155,1.2410,0.587000,6.66e-05,0.4215,794.04,2025-10-14 02:51:20
156,1.2490,0.666000,6.54e-05,0.4602,796.69,2025-10-14 02:51:23
157,1.2570,0.546500,6.42e-05,0.4327,799.30,2025-10-14 02:51:26
158,1.2651,0.517700,6.29e-05,0.4326,802.01,2025-10-14 02:51:28
159,1.2731,0.517100,6.17e-05,0.3966,804.66,2025-10-14 02:51:31
160,1.2811,0.507300,6.05e-05,0.3807,832.31,2025-10-14 02:51:59
161,1.2892,0.582100,5.93e-05,0.4211,834.92,2025-10-14 02:52:01
162,1.2972,0.536000,5.81e-05,0.4256,837.65,2025-10-14 02:52:04
163,1.3052,0.625000,5.69e-05,0.4518,840.54,2025-10-14 02:52:07
164,1.3133,0.507400,5.58e-05,0.4157,843.16,2025-10-14 02:52:09
165,1.3213,0.606700,5.46e-05,0.4683,845.80,2025-10-14 02:52:12
166,1.3293,0.592500,5.34e-05,0.4639,848.65,2025-10-14 02:52:15
167,1.3373,0.535700,5.23e-05,0.4304,851.28,2025-10-14 02:52:18
168,1.3454,0.525700,5.11e-05,0.4269,853.96,2025-10-14 02:52:20
169,1.3534,0.576000,5.00e-05,0.4462,856.64,2025-10-14 02:52:23
170,1.3614,0.564600,4.89e-05,0.4494,886.14,2025-10-14 02:52:52
171,1.3695,0.617000,4.78e-05,0.4571,888.69,2025-10-14 02:52:55
172,1.3775,0.546900,4.66e-05,0.4503,891.53,2025-10-14 02:52:58
173,1.3855,0.564700,4.55e-05,0.4325,894.21,2025-10-14 02:53:00
174,1.3936,0.585900,4.44e-05,0.4519,896.93,2025-10-14 02:53:03
175,1.4016,0.617800,4.34e-05,0.4665,899.61,2025-10-14 02:53:06
176,1.4096,0.544300,4.23e-05,0.4319,902.43,2025-10-14 02:53:09
177,1.4177,0.514200,4.12e-05,0.4319,905.09,2025-10-14 02:53:11
178,1.4257,0.518100,4.02e-05,0.4473,907.73,2025-10-14 02:53:14
179,1.4337,0.542000,3.91e-05,0.4436,910.56,2025-10-14 02:53:17
180,1.4418,0.572700,3.81e-05,0.4711,939.38,2025-10-14 02:53:46
181,1.4498,0.658300,3.71e-05,0.5084,941.96,2025-10-14 02:53:48
182,1.4578,0.547500,3.61e-05,0.4920,944.88,2025-10-14 02:53:51
183,1.4659,0.577800,3.51e-05,0.4539,947.57,2025-10-14 02:53:54
184,1.4739,0.577700,3.41e-05,0.4444,950.20,2025-10-14 02:53:56
185,1.4819,0.570000,3.31e-05,0.4400,953.05,2025-10-14 02:53:59
186,1.4900,0.635200,3.21e-05,0.4419,955.70,2025-10-14 02:54:02
187,1.4980,0.627200,3.12e-05,0.4840,958.31,2025-10-14 02:54:05
188,1.5060,0.572000,3.02e-05,0.4702,961.18,2025-10-14 02:54:07
189,1.5141,0.519800,2.93e-05,0.4527,963.83,2025-10-14 02:54:10
190,1.5221,0.571200,2.84e-05,0.4718,991.61,2025-10-14 02:54:38
191,1.5301,0.557100,2.75e-05,0.4421,994.25,2025-10-14 02:54:40
192,1.5382,0.575300,2.66e-05,0.4417,996.92,2025-10-14 02:54:43
193,1.5462,0.514000,2.57e-05,0.4722,999.79,2025-10-14 02:54:46
194,1.5542,0.582800,2.48e-05,0.4567,1002.46,2025-10-14 02:54:49
195,1.5622,0.578400,2.40e-05,0.5073,1005.12,2025-10-14 02:54:51
196,1.5703,0.552400,2.31e-05,0.4168,1007.98,2025-10-14 02:54:54
197,1.5783,0.503500,2.23e-05,0.4307,1010.64,2025-10-14 02:54:57
198,1.5863,0.564100,2.15e-05,0.4712,1013.20,2025-10-14 02:54:59
199,1.5944,0.549300,2.07e-05,0.4221,1016.09,2025-10-14 02:55:02
200,1.6024,0.556200,1.99e-05,0.4236,1044.98,2025-10-14 02:55:31
201,1.6104,0.626100,1.91e-05,0.4601,1047.63,2025-10-14 02:55:34
202,1.6185,0.585800,1.83e-05,0.4464,1050.54,2025-10-14 02:55:37
203,1.6265,0.525200,1.76e-05,0.4390,1053.18,2025-10-14 02:55:39
204,1.6345,0.520400,1.69e-05,0.4416,1055.82,2025-10-14 02:55:42
205,1.6426,0.588900,1.61e-05,0.4607,1058.48,2025-10-14 02:55:45
206,1.6506,0.559300,1.54e-05,0.4699,1061.34,2025-10-14 02:55:48
207,1.6586,0.528300,1.47e-05,0.4598,1063.98,2025-10-14 02:55:50
208,1.6667,0.524600,1.41e-05,0.4446,1066.63,2025-10-14 02:55:53
209,1.6747,0.631200,1.34e-05,0.5368,1069.43,2025-10-14 02:55:56
210,1.6827,0.555500,1.28e-05,0.4675,1096.70,2025-10-14 02:56:23
211,1.6908,0.555000,1.21e-05,0.4599,1099.28,2025-10-14 02:56:26
212,1.6988,0.579200,1.15e-05,0.4663,1102.23,2025-10-14 02:56:28
213,1.7068,0.563700,1.09e-05,0.4902,1104.87,2025-10-14 02:56:31
214,1.7149,0.548800,1.03e-05,0.4442,1107.71,2025-10-14 02:56:34
215,1.7229,0.524900,9.74e-06,0.4569,1110.29,2025-10-14 02:56:37
216,1.7309,0.542700,9.19e-06,0.4695,1112.85,2025-10-14 02:56:39
217,1.7390,0.605100,8.65e-06,0.4749,1115.46,2025-10-14 02:56:42
218,1.7470,0.536900,8.12e-06,0.4484,1118.30,2025-10-14 02:56:45
219,1.7550,0.563300,7.61e-06,0.4447,1120.96,2025-10-14 02:56:47
220,1.7631,0.576000,7.12e-06,0.4771,1147.72,2025-10-14 02:57:14
221,1.7711,0.575400,6.64e-06,0.4956,1150.39,2025-10-14 02:57:17
222,1.7791,0.500600,6.18e-06,0.4571,1153.07,2025-10-14 02:57:19
223,1.7871,0.561400,5.74e-06,0.5011,1156.00,2025-10-14 02:57:22
224,1.7952,0.550200,5.31e-06,0.4966,1158.58,2025-10-14 02:57:25
225,1.8032,0.494000,4.89e-06,0.4464,1161.21,2025-10-14 02:57:27
226,1.8112,0.548100,4.50e-06,0.4707,1164.12,2025-10-14 02:57:30
227,1.8193,0.595400,4.12e-06,0.4660,1166.78,2025-10-14 02:57:33
228,1.8273,0.579000,3.75e-06,0.4829,1169.38,2025-10-14 02:57:36
229,1.8353,0.594800,3.41e-06,0.4978,1172.27,2025-10-14 02:57:38
230,1.8434,0.556300,3.08e-06,0.4947,1200.49,2025-10-14 02:58:07
231,1.8514,0.513500,2.76e-06,0.4471,1203.13,2025-10-14 02:58:09
232,1.8594,0.517900,2.47e-06,0.4591,1206.02,2025-10-14 02:58:12
233,1.8675,0.521000,2.19e-06,0.4627,1208.65,2025-10-14 02:58:15
234,1.8755,0.518300,1.92e-06,0.4425,1211.28,2025-10-14 02:58:18
235,1.8835,0.547100,1.67e-06,0.5851,1214.11,2025-10-14 02:58:20
236,1.8916,0.546300,1.44e-06,0.4569,1216.81,2025-10-14 02:58:23
237,1.8996,0.496000,1.23e-06,0.4289,1219.46,2025-10-14 02:58:26
238,1.9076,0.471200,1.03e-06,0.4445,1222.32,2025-10-14 02:58:29
239,1.9157,0.571500,8.56e-07,0.4872,1224.97,2025-10-14 02:58:31
240,1.9237,0.527300,6.93e-07,0.4431,1252.15,2025-10-14 02:58:58
241,1.9317,0.584900,5.48e-07,0.4701,1255.03,2025-10-14 02:59:01
242,1.9398,0.568300,4.20e-07,0.4518,1257.70,2025-10-14 02:59:04
243,1.9478,0.587900,3.08e-07,0.4786,1260.37,2025-10-14 02:59:07
244,1.9558,0.576400,2.14e-07,0.4573,1263.27,2025-10-14 02:59:09
245,1.9639,0.617200,1.37e-07,0.4948,1265.93,2025-10-14 02:59:12
246,1.9719,0.558800,7.71e-08,0.4792,1268.50,2025-10-14 02:59:15
247,1.9799,0.506400,3.43e-08,0.4807,1271.35,2025-10-14 02:59:18
248,1.9880,0.527500,8.57e-09,0.4913,1273.93,2025-10-14 02:59:20
